model,random_state,accuracy,sensitivity,specificity,balanced_accuracy,f1,PubchemFP213_gini/coefs,PubchemFP3_gini/coefs,PubchemFP648_gini/coefs,PubchemFP641_gini/coefs,PubchemFP542_gini/coefs,PubchemFP438_gini/coefs,PubchemFP379_gini/coefs,PubchemFP668_gini/coefs,PubchemFP372_gini/coefs,PubchemFP447_gini/coefs,PubchemFP546_gini/coefs,PubchemFP301_gini/coefs,PubchemFP185_gini/coefs,PubchemFP180_gini/coefs,PubchemFP590_gini/coefs,PubchemFP363_gini/coefs,PubchemFP404_gini/coefs,PubchemFP152_gini/coefs,PubchemFP396_gini/coefs,PubchemFP577_gini/coefs,PubchemFP759_gini/coefs,PubchemFP655_gini/coefs,PubchemFP417_gini/coefs,PubchemFP494_gini/coefs,PubchemFP336_gini/coefs,PubchemFP536_gini/coefs,PubchemFP820_gini/coefs,PubchemFP501_gini/coefs,PubchemFP362_gini/coefs,PubchemFP607_gini/coefs,PubchemFP571_gini/coefs,PubchemFP535_gini/coefs,PubchemFP580_gini/coefs,PubchemFP621_gini/coefs,PubchemFP300_gini/coefs,PubchemFP801_gini/coefs,PubchemFP186_gini/coefs,PubchemFP712_gini/coefs,PubchemFP357_gini/coefs,PubchemFP386_gini/coefs,PubchemFP216_gini/coefs,PubchemFP13_gini/coefs,PubchemFP193_gini/coefs,PubchemFP373_gini/coefs,PubchemFP335_gini/coefs,PubchemFP522_gini/coefs,PubchemFP636_gini/coefs,PubchemFP596_gini/coefs,PubchemFP679_gini/coefs,PubchemFP392_gini/coefs,PubchemFP489_gini/coefs,PubchemFP788_gini/coefs,PubchemFP44_gini/coefs,PubchemFP652_gini/coefs,PubchemFP395_gini/coefs,PubchemFP617_gini/coefs,PubchemFP406_gini/coefs,PubchemFP708_gini/coefs,PubchemFP710_gini/coefs,PubchemFP678_gini/coefs,PubchemFP564_gini/coefs,PubchemFP716_gini/coefs,PubchemFP643_gini/coefs,PubchemFP16_gini/coefs,PubchemFP450_gini/coefs,PubchemFP405_gini/coefs,PubchemFP427_gini/coefs,PubchemFP731_gini/coefs,PubchemFP423_gini/coefs,PubchemFP822_gini/coefs,PubchemFP640_gini/coefs,PubchemFP639_gini/coefs,PubchemFP452_gini/coefs,PubchemFP409_gini/coefs,PubchemFP157_gini/coefs,PubchemFP376_gini/coefs,PubchemFP656_gini/coefs,PubchemFP470_gini/coefs,PubchemFP260_gini/coefs,PubchemFP814_gini/coefs,PubchemFP487_gini/coefs,PubchemFP674_gini/coefs,PubchemFP634_gini/coefs,PubchemFP181_gini/coefs,PubchemFP767_gini/coefs,PubchemFP757_gini/coefs,PubchemFP552_gini/coefs,PubchemFP597_gini/coefs,PubchemFP215_gini/coefs,PubchemFP646_gini/coefs,PubchemFP794_gini/coefs,PubchemFP806_gini/coefs,PubchemFP660_gini/coefs,PubchemFP550_gini/coefs,PubchemFP583_gini/coefs,PubchemFP654_gini/coefs,PubchemFP339_gini/coefs,PubchemFP547_gini/coefs
25,28,0.8901098901098901,0.7857142857142857,0.9090909090909091,0.8474025974025974,0.6875000000000001,0.9795610837247922,1.1660118251149332,-1.9191939751202858,-1.1055226600247299,1.6483201559871192,1.9030306117226197,-0.9671020886112977,-0.731154953050251,1.2280050142682015,-1.3040919956009593,0.5752050958730099,-0.6548031947190628,-1.1888956212347976,1.4665658763711709,1.3659259756299047,1.1207602210740153,1.3200461434546729,1.5120784458216792,1.3514846940446401,-1.5226562274001243,0.7734787344475497,-1.1055226600247299,-0.776032065990824,1.7011157279841531,1.1971930910073008,-0.9302180274999127,-1.2636555709199428,-0.7983839000245928,1.3389941524488922,1.7170112065384635,1.5949353869594427,0.9493893652823248,-1.573362434223007,0.9719772985005125,-1.2525337357751973,-0.6984302242352503,-1.4325124225197063,1.3934324163789422,1.1395105743218799,-0.6680757631248441,0.6093895518256427,0.9812935022993442,-1.1359322266072345,-0.7819117371277013,-1.2031273697142437,1.5204569188115418,1.254545378788632,-1.1795972226868114,-0.419454104489188,1.4241946062286954,1.0904776721327007,-1.1291562657646963,-1.1157987877599502,1.0124847800292576,-0.6548031947190628,-0.8316732013989725,0.8512160325587633,1.3211873458139645,-1.2748704182386452,-0.731154953050251,0.8310545573707132,0.828082837686896,-0.5964832941967227,0.4688376709245893,-0.7772853742933221,-0.3708232650619243,-0.776032065990824,-0.6710527291940889,-0.5459008978380935,0.7734787344475497,-0.731154953050251,0.8292734966431985,-0.28610835956294334,-1.1811390025819966,0.702606644029401,0.8112885372056846,-0.8347465835699126,0.8310545573707132,-0.8322476286119636,1.5179148376761782,-1.3673253713829632,1.3300908919430354,-0.731154953050251,0.5449025114750111,0.5063923706174868,-0.8268913031152703,0.8310545573707132,0.7427757141125277,0.6093895518256427,-0.9177863518580853,-0.6710527291940889,-0.05740973463563567,-0.731154953050251,-0.7983839000245928,0.22446360221345377,-0.48497514078455645,-0.6198056726783213,0.50601753579397
26,575,0.8846153846153846,0.7954545454545454,0.9130434782608695,0.8542490118577075,0.7692307692307692,0.8077952325870102,0.6063617772063248,-1.691683929772331,-0.9744496227082186,1.6477376829175316,2.0570233169743033,-1.2583904172050306,-0.6052358765182182,1.9255073133002283,-1.6166248709736037,0.6042453437786022,-0.9266968143307227,-0.9971620832569117,1.2814926467679144,1.0392409015180963,1.0061234893759925,1.0804521124093607,1.3290742992992364,1.5149947610770844,-1.4257765819058035,0.47260361644402354,-0.9744496227082186,-0.848367037382297,1.2650102943698818,0.587190555459223,-0.927340027612706,-1.3507441398003786,-0.49140880771533585,1.1340910802454525,1.342068000964711,1.47369390325343,0.8106369342268344,-1.7868200972837616,1.2556886534710328,-1.1871210566904606,-0.9639860259450219,-1.627187767489416,1.510088921108203,1.029126741837464,-0.3691583930406386,0.8077952325870102,1.305343333281587,-0.9699675289579535,-1.3906566309233515,-1.192638407441473,1.3506707479977054,1.1872359074173104,-0.9643450848323147,-0.7959524426886513,1.062455298354295,1.358581107616511,-0.5750418341920273,-1.0154746820283944,1.4248842118024405,-0.9266968143307227,-1.0025409622882855,1.010839565287525,1.763054310344581,-1.265841651687912,-0.6052358765182182,0.6387288381667852,0.6903240199731614,-0.7034014938247413,0.8287315275274039,-1.0020973406077933,-0.5987979865815457,-0.848367037382297,-0.5836629531845593,-0.40661846727931517,0.47260361644402354,-0.6052358765182182,1.2047797546870702,-0.6030957564390795,-1.0588616406649298,0.693860442148358,0.5436204210913739,-0.7989097219381889,0.6387288381667852,-1.0619586524074482,1.2074355705945794,-1.4656559804026503,1.1408561490253197,-0.6052358765182182,0.7167657999731009,0.7295529545473575,-0.8335510944530496,0.6387288381667852,0.8704467865870418,0.8077952325870102,-0.7984379309716093,-0.5836629531845593,1.041538748372245,-0.6052358765182182,-0.49140880771533585,1.1988112510323279,-0.04369555405280042,-0.6160272576785925,0.6186571547033795
27,204,0.8626373626373627,0.7954545454545454,0.8840579710144928,0.839756258234519,0.736842105263158,0.9009405089223852,0.9574234440619326,-1.7495996536732243,-1.0216295643123905,1.5914272188565524,2.1921275347514997,-0.8427312281356976,-0.6875758732605082,1.6447180420332357,-1.3422750409557185,0.7786059196424069,-0.5958174870757207,-1.2648247352484383,0.8757060029526186,1.290787026377292,0.9169151031354303,1.050764051561761,1.0300882659569637,2.089570287302732,-1.6262006966852665,0.772480312587578,-1.0216295643123905,-0.8446857600208328,1.8308495760799357,0.809588793901948,-1.1943127058981962,-1.3595272262498248,-0.7845989826165924,1.385042493482887,1.4337665403280793,1.5182584558704946,0.584189709494356,-1.3612511370895084,0.9859283655618413,-0.7590118580950637,-0.7482899108190515,-1.3801544182844563,1.5186629459674141,1.424676605818376,-1.0370776685087748,0.44294075338663846,1.3150847137149038,-0.963165852350732,-1.0495210560492276,-0.9581510877575199,1.1503783504402754,1.07585672805675,-0.9355027643297595,-1.1561472406815878,1.2076795527336155,1.4273431562838101,-1.048141182787082,-1.1198658598078708,1.3210342887740623,-0.5958174870757207,-0.6771301870961965,0.8528543751297587,1.580440983793335,-0.7936378884588644,-0.6875758732605082,0.7284391876977101,0.7649947704074084,-0.9663917366405302,0.7330260119888754,-0.712112202072818,-0.4590881580093879,-0.8446857600208328,-0.8287721179920898,-0.6950881146180785,0.772480312587578,-0.6875758732605082,1.1921710182518033,-0.7439452208686508,-1.0134745404794603,1.0028760951027862,0.22541013071542457,-0.8177595241985358,0.7284391876977101,-0.5514846035222943,0.14993807730159886,-1.8069951516014375,1.196087675837912,-0.6875758732605082,0.8217012429425408,0.926421119705059,-1.0287701775424682,0.7284391876977101,0.8502909375602281,0.44294075338663846,-0.7484134894455119,-0.8287721179920898,0.9533947042122708,-0.6875758732605082,-0.7845989826165924,0.8363953751293285,-0.5058249206937939,-0.6232135365525693,0.7493205065456106
28,734,0.8406593406593407,0.78125,0.8533333333333334,0.8172916666666667,0.6329113924050632,1.0451460305586178,1.1640216097077665,-1.3461515849736854,-0.8617662956468622,1.4637262101413078,1.9618424530378,-1.6103352218418376,-0.607575838220455,1.5485850279637037,-1.2997733185069595,0.7145526398241733,-0.9946762116474874,-1.6288060685851504,1.3217823863530132,1.2312756664105278,0.5176682582040535,1.4696112145348925,1.2407505582908394,1.3695980179224372,-1.320347840475547,0.5600643193281507,-0.8617662956468622,-0.8075583641406527,1.966744366394451,0.8571026245878751,-1.1952313216741437,-1.113978565971313,-0.46415245525944093,1.1555198518728431,1.392796266768216,1.033611142735724,1.1320709093127281,-1.9146872108409179,1.3332936867876604,-0.7696057523328838,-0.6288465808446233,-1.2900175119166106,1.4945460125729617,1.3566129893064551,-0.9752814858585459,0.557206034284419,1.0473545757557843,-1.0846258509690059,-1.2866748482528383,-1.3690233881294722,1.0103456283743524,0.8219422896536738,-0.43600512772003286,-1.2615752816578456,1.3138871817536835,1.3890942290218513,-0.9965257564056602,-1.3025793922096534,1.1476218173922412,-0.9946762116474874,-1.16230989802211,0.9926807696939655,1.3520884414112353,-0.859428438242745,-0.607575838220455,0.7161548328303198,0.8158769755472528,-0.7436807969206037,0.9247504218227568,-1.5694771931610645,-0.729190227837648,-0.8075583641406527,-0.6999611653577775,-1.3494489696364154,0.5600643193281507,-0.607575838220455,1.5614748125252649,-0.6551488353047629,-0.9938541357184436,0.9151044880865421,0.57470504146759,-0.8303570528676134,0.7161548328303198,-0.9792195325042731,1.5832190314284535,-0.024005987490528378,1.182950998979681,-0.607575838220455,0.7109372011070416,0.9070404874695427,-0.8641922889783398,0.7161548328303198,0.7291788562000835,0.557206034284419,-0.9363445990779522,-0.6999611653577775,-0.1906671290441569,-0.607575838220455,-0.46415245525944093,1.2170154364321977,-0.7224292683969088,-0.7747060268038519,0.6502511203846226
29,666,0.8736263736263736,0.8974358974358975,0.8671328671328671,0.8822843822843822,0.7526881720430108,1.0539617829292767,1.0040397694286187,-1.727111061134574,-0.8621102060612517,1.7409256457739863,1.669614965036759,-1.1228265015926469,-0.632869252106112,1.345456197077074,-1.4750798453237628,0.5262489711580332,-0.6693769942130658,-0.8765813607716342,1.4796285936994609,1.4518797929463065,1.0107733578163274,1.4065956643275193,1.2098363149164255,1.4781794015509893,-1.3067832723123445,0.8597779125111185,-0.8621102060612517,-0.8537599858273766,1.6487319121731605,0.822507920564364,-0.9347662453773987,-1.1245912871557882,-0.569274872090468,1.1264345641397109,1.5914497461494557,1.472882848214824,1.0045059826045382,-1.6367612077327387,1.1683135906632787,-1.0153156194220192,-0.6739397573862058,-1.334959441666093,1.1797349667462629,1.3363223582807024,-0.8984781962639083,0.5271276402285953,1.0198485862015814,-1.338611460104337,-1.0914025133487846,-1.0189030414219087,1.414621612319479,1.0634458176631247,-1.1079230776731954,-0.9309177245256159,1.1678252242842362,0.7354914103580806,-0.8682971170860752,-0.8805471857312879,1.0604569876207024,-0.6693769942130658,-1.2551870118381998,0.9623724583073638,1.5274025838661995,-1.179722095429754,-0.632869252106112,0.8492271808628836,0.8584800125110065,-0.4769811364393889,0.6683502498094221,-1.2582313867273776,-0.7756176198209543,-0.8537599858273766,-0.9942520770426092,-0.45318801807695297,0.8597779125111185,-0.632869252106112,1.390233709193415,-0.7485731845900923,-1.191572477792534,0.3617973952957582,0.8138112841138253,-0.9701401326929019,0.8492271808628836,-0.9167624827671466,1.4841172052228453,-1.1435633429385725,1.5348381646083373,-0.632869252106112,0.518547270162298,0.7450323991941982,-0.8392319929752328,0.8492271808628836,0.6591437161515057,0.5271276402285953,-0.8606015586551079,-0.9942520770426092,0.8551103807075204,-0.632869252106112,-0.569274872090468,0.7068428849213264,-0.227959853723916,-0.6046963960850537,0.668482108233371
30,719,0.9065934065934066,0.8048780487804879,0.9361702127659575,0.8705241307732227,0.7951807228915663,0.7580231882119725,1.3529640669136878,-1.8508488268444832,-0.9957052498863067,1.6508301973818933,1.8880724900022712,-1.1487938817145211,-0.5005100714192224,1.2139622757250705,-1.232727743381323,0.5879776693029799,-0.6837812471224233,-0.8211068247010298,1.5144666627315964,1.3048076331560392,0.9389768722663521,1.0778151326743788,1.4677821414633114,1.3472388509437745,-1.258767898966436,0.7716932760449707,-0.9957052498863067,-1.1495212220776754,1.8279431097616115,1.1048174669846786,-1.1548886599577248,-1.3330653609027088,-0.703263309720553,0.8384522682453229,1.5789384119718335,1.5028261228911548,1.1834278762154475,-1.8340991259040738,0.9409255703688296,-1.2558269800926336,-0.5723074730375628,-1.2888690542683532,1.3101388671613856,1.360051253531444,-0.7611302212042449,0.7580231882119725,0.9191425796239352,-1.2270255565447115,-0.955062051127933,-1.3598527692228206,1.2801087801807787,0.8404316247040369,-0.7574235954064383,-1.1839996697503126,1.2221552805554297,1.1614036881244034,-0.7272892622504691,-1.0348220368531764,1.0788208501884673,-0.6837812471224233,-0.8879581110843231,0.8153037828080126,1.414161349470802,-0.8576389061433892,-0.5005100714192224,0.7903594149905074,0.6538315652990672,-0.7451669574522855,0.9609421238331566,-0.7946360696001121,-0.6525966902540226,-1.1495212220776754,-0.8930779611498487,-0.32264725937679967,0.7716932760449707,-0.5005100714192224,1.1611454357838633,-0.6787103499121183,-0.8677165830977095,0.6925854337576213,0.701280904502506,-1.257162560931906,0.7903594149905074,-0.9015842130333702,1.1111556460648269,-1.4195715622357588,1.2095347245708272,-0.5005100714192224,0.651366286490488,0.6144590142974747,-0.9326046455371693,0.7903594149905074,0.5811147776623846,0.7580231882119725,-0.7300324741964914,-0.8930779611498487,1.1537766829068212,-0.5005100714192224,-0.703263309720553,0.5914141540786205,-0.33599214329857474,-0.609030179076793,0.6081057380916106
31,559,0.8901098901098901,0.8888888888888888,0.8904109589041096,0.8896499238964992,0.761904761904762,0.9912347218704274,1.2247653302667436,-1.8179665509269693,-0.9811575162386537,1.4982487149777683,1.7459522948282495,-0.8739272531767125,-0.5371668258282727,1.7238298431581929,-1.3983259299454651,0.6161360447176719,-0.7222224010029555,-1.3373107728729159,1.3355307743484603,1.3874219749983279,0.8505100867572398,1.032643504847011,1.329354844405715,1.2944213484747713,-0.966537672123252,0.7025138029150665,-0.9811575162386537,-1.1725157139208873,2.066663584631338,0.3495038030945089,-1.134719790232309,-1.0246605209189852,-0.5135868111502417,1.243253124396905,1.6305301772757537,1.4718324262692644,1.262957046236436,-1.6692369029903167,1.0852132867615096,-0.9632775368329664,-0.9232808927888017,-1.392623502779009,1.4288298742585432,1.3242770789005722,-0.6751521468680333,0.5451539295854946,1.0094500939115225,-0.8785963469504527,-1.1435023313731298,-0.9717449188194269,1.1925357615199401,1.4577623145223388,-0.854000364819396,-0.9122682188903772,1.1560089352049143,1.233631812191631,-1.0024334624581535,-1.0759655270129027,1.3254171172123932,-0.7222224010029555,-0.2683742260161763,0.2272139719385005,1.2606117307726306,-0.9047752676761944,-0.5371668258282727,0.5470458803214125,0.567233853584773,-0.6947061493174729,1.0504865833994579,-0.8616467398780475,-0.663964596833146,-1.1725157139208873,-0.8220428646180912,-0.5953450748355654,0.7025138029150665,-0.5371668258282727,0.6509587925132798,-0.3080289451583869,-1.3708192300303614,0.9719496129043362,0.6735227528060294,-1.2926551688856767,0.5470458803214125,-1.0654797036440666,1.0564962415016244,-1.4739845495240314,1.2746440015608977,-0.5371668258282727,0.7099389553930224,0.5428269813737605,-0.7357320535259751,0.5470458803214125,0.8503971178645275,0.5451539295854946,-0.9086066345059457,-0.8220428646180912,0.5400343639665556,-0.5371668258282727,-0.5135868111502417,0.9666765203711603,-0.6733333962545678,-0.6978519898771095,0.30082217248526727
32,430,0.8516483516483516,0.8157894736842105,0.8611111111111112,0.8384502923976609,0.6966292134831461,1.00016609192657,1.3051857729766245,-2.0167168805850784,-0.8844647606353607,1.945985370555393,2.241294427664508,-1.364324288695832,-0.4004051642369168,1.31737941347766,-1.3101564571188444,1.340206096961009,-0.7383983607136143,-0.8707124925672,1.1452082896050642,1.064029340096111,0.9098707822257408,0.9143501779174085,1.3830465298933883,1.8691261587596772,-1.0974696800794574,0.7658839775527253,-0.8844647606353607,-0.9582388981909368,1.784233214914894,0.6481335876090875,-1.4557535920822178,-0.9853561637869107,-0.5850645743703546,1.2026949781568492,1.0885673765431354,1.2766880769646944,1.2646495691134219,-2.0527324150692117,1.3780173171798793,-1.0544580856279728,-0.46529498273427305,-1.8478874334428659,1.074057093675292,1.3046547841540586,-0.7414376255254684,0.6199797469168458,1.0136111404708383,-1.5597640033609312,-1.2137646509563405,-0.6587717510096511,0.782261082840089,1.732554894467111,-1.1816605103267361,-1.0753826134718045,1.1968931418602466,0.9820062832411119,-1.00494063686803,-1.2345919928252058,1.1333856253491534,-0.7383983607136143,-0.9496713360432721,1.182329293767037,1.2139261913979023,-0.8497911076171142,-0.4004051642369168,0.3509016148932244,1.1443182465313824,-0.6823440830738728,0.5196338405660714,-0.8097113065437261,-0.9348285890800156,-0.9582388981909368,-0.9312752617193015,-0.7287699180850191,0.7658839775527253,-0.4004051642369168,1.2827075147348153,-0.7462281627106994,-1.0886929750900673,0.6018204608270588,0.7535300942081947,-1.0280979974544542,0.3509016148932244,-0.7226665213716079,1.348202324930413,-1.9737128443578709,1.083180199557598,-0.4004051642369168,0.6026914272979087,0.6722376625437917,-0.8048599158305683,0.3509016148932244,1.0500574064446255,0.6199797469168458,-0.9975849148482256,-0.9312752617193015,0.7706530366624845,-0.4004051642369168,-0.5850645743703546,1.175406392594915,-0.28973852960258384,-0.602052235701692,0.6163014513413557
33,226,0.8241758241758241,0.8,0.8299319727891157,0.8149659863945579,0.6363636363636364,1.1204185917779572,1.1807018460285006,-2.076079745093523,-1.154683389124389,1.7290026324585053,2.0467093515039334,-1.3394009986951105,-0.6758268176670823,1.8100897128756286,-1.59012742101013,0.6503158204094668,-0.7229954131462735,-1.458258215277766,1.2766643079643039,1.309536822605562,0.9989845479899512,1.3908255242316505,1.6407903328955091,1.5557231408076189,-1.5387948884078235,0.7450796880668759,-1.154683389124389,-0.9395913501068888,1.9923545010319164,1.0846950322869935,-1.1837128734776494,-1.1062580009731517,-0.500507982173147,0.9703962030309813,1.3742614281239511,1.116102186037893,0.8424215762674383,-1.5592677702037665,1.0476570017420923,-0.7956394400880755,-0.9098357396665261,-1.457607245958312,1.4724139016875868,1.249677420184913,-0.7690362709164222,0.5653737003216878,1.1543093217978129,-0.883903295200473,-1.1146778553062062,-1.2331965994226415,1.1315100053471545,0.9640480750488846,-1.155313858183931,-1.1809530408624662,1.1314300341132018,1.3389642373874613,-0.8991837849363171,-1.1816511757248125,1.4156567012884078,-0.7229954131462735,-1.0540474651516591,1.0255126442786615,1.504348738681262,-1.2329523586637643,-0.6758268176670823,0.9773761628617915,0.9667510099286742,-0.5515225075225619,0.9229064660660168,-0.8138539091971657,-0.487817793202591,-0.9395913501068888,-0.6605463274882892,-0.7149378202135594,0.7450796880668759,-0.6758268176670823,0.705261047524275,-0.6291739324845321,-1.1136582060963607,1.2017079872671494,0.39362391634961924,-0.9683350290062449,0.9773761628617915,-0.8484105981360414,0.2528354362628581,-1.100313885422339,1.6069848797095332,-0.6758268176670823,0.7537360219122363,0.8467370553146104,-0.6500233556707526,0.9773761628617915,0.7355345176469259,0.5653737003216878,-0.9699725632986811,-0.6605463274882892,-0.15109722205716802,-0.6758268176670823,-0.500507982173147,1.0621381732172699,-0.8199041685375381,-0.5046470922932366,0.6581625772215037
34,460,0.8736263736263736,0.813953488372093,0.8920863309352518,0.8530199096536724,0.7526881720430109,1.0963214460866102,1.2722234183077517,-1.489852908254711,-0.7917614149974421,1.9052887540333918,1.9927622395118565,-1.0754940980583942,-0.8227946960853602,1.1584545059545632,-1.5340325222248126,0.4515525717146616,-0.9233339682991254,-1.0035361282976456,1.4423162203181286,0.7774417418324423,0.9300752770406407,1.177038259775682,1.2971409729464747,1.3540978946134938,-1.2273999072904116,0.7851431777161613,-0.7917614149974421,-1.001116411992478,1.9567382390171733,0.634259028494888,-1.0086731223226617,-1.2239644585492149,-0.5041082833889681,1.0065917789285206,1.7690277876315461,1.97498371499079,1.1235568259644049,-1.728299978145411,1.0757849851776737,-1.1955362326797268,-0.8214408542265256,-1.6436414748549777,1.5100228334083763,1.6864658785394724,-1.1088556138875336,0.6449748188097887,1.22991306407527,-1.4374282694114753,-1.108039612357361,-1.5730002190736736,0.9821856805436421,1.0301457325980155,-1.0962801043408217,-0.04612523937489493,1.4902197791315304,0.9442495568193735,-0.8234497910310755,-0.8583426784975036,1.1669892251603582,-0.9233339682991254,-1.3476553090448298,1.2219060578165037,1.2264668367119205,-1.0146097116082382,-0.8227946960853602,0.9049650299013072,1.2618750000001913,-0.6788696448251744,0.854586408382339,-0.7723915607766441,-0.9031681137893576,-1.001116411992478,-0.7084573304318387,-0.03611669705031982,0.7851431777161613,-0.8227946960853602,0.7827319900882909,-0.7224358993671074,-1.6572369298929457,1.036518477175649,0.7904886279050871,-1.1459353876305713,0.9049650299013072,-0.9379655065099703,1.1538318408798545,-1.3356331803665555,1.2015236808194867,-0.8227946960853602,0.5625497720367767,1.0305058573017305,-0.9359912306476715,0.9049650299013072,0.5444610734847777,0.6449748188097887,-1.0619390476777797,-0.7084573304318387,0.9648679062504029,-0.8227946960853602,-0.5041082833889681,1.1514417689219374,-0.5393092591021064,-0.6262160992012867,0.6143437615572586
35,604,0.8571428571428571,0.7142857142857143,0.9,0.8071428571428572,0.6976744186046512,1.1129334606275127,0.7874100184760673,-1.783251188150629,-1.011930690773383,1.5396436163312064,1.7731747116699788,-0.6427050079675599,-0.6641633039964844,1.9356153163181973,-1.6390942108685524,0.6100191869634611,-1.0684915723288984,-1.100564094365782,1.188319820580789,1.3402062972083935,0.7427160041858948,1.4005523434623344,1.1524001294780262,1.8965419302715119,-1.5180021756961195,0.7279601686570231,-1.011930690773383,-0.7471016266446019,1.6841818168589422,0.521220741085435,-1.1104027426425174,-1.2710432747757368,-0.6916584407429183,1.1727445681243767,1.422928777403131,1.440173763195406,1.1114853650403373,-1.4654665796766406,0.8282247725493537,-0.8718747623743496,-0.8115282702527151,-1.2727901880415935,1.334947508680239,1.3837185369470566,-0.8543607722104304,0.53912454224734,1.2896778243284022,-0.9670314672450028,-1.2180963055776162,-1.3091894422671317,1.5678034247061747,1.4326819949334066,-1.1565309240002288,-0.9629757502681856,1.0784643594436,1.3560044887126184,-0.9033929756588047,-1.2099342044749166,1.2124010262971718,-1.0684915723288984,-0.7385993997583479,0.9655003802945504,1.6797973909764718,-1.407395830097132,-0.6641633039964844,0.7812019325331959,0.8719601564868665,-0.6808302368289844,0.9324862003412663,-0.6820418228992217,-0.46433670410888284,-0.7471016266446019,-0.7505956863358898,-0.2514051602396901,0.7279601686570231,-0.6641633039964844,0.8864111575346421,-0.8257692489303805,-0.9542984150263357,1.0637323442168156,1.0643006019938528,-0.7709449658044392,0.7812019325331959,-0.7854752454706041,0.988513829073633,-1.2145959135149418,0.7684400742823029,-0.6641633039964844,0.685810665354973,0.2791954458383167,-0.8771771443512201,0.7812019325331959,0.5075235488017529,0.53912454224734,-0.7759840144819419,-0.7505956863358898,1.0261501504678234,-0.6641633039964844,-0.6916584407429183,0.983180710481133,-0.723037095463402,-0.9542190902904424,0.6673199956787105
36,285,0.8351648351648352,0.7647058823529411,0.8513513513513513,0.8080286168521462,0.6341463414634146,1.057869680879098,1.3288723533497353,-1.763720505885499,-0.8688175348183554,1.3908719420592603,1.7133159496051609,-1.1461157586011246,-0.6165653398127523,1.6657500795405868,-1.6469106732111032,1.1498722207275835,-0.8768863239519734,-1.1389164279131243,1.2864529118980719,1.4422001462291267,0.903936307171359,1.5010854496204031,1.351048400001713,1.5092811330997906,-1.2236732059714528,0.6560635646163954,-0.8688175348183554,-1.1234363129383949,1.6368034394062556,0.9248255972155908,-1.130105662495036,-1.0659232783189585,-0.5728357162754139,1.120950675424394,1.369938572258648,1.393169114308837,0.8898618800484736,-1.5898447031535026,1.169697693517496,-1.039070134230723,-0.8497146367829568,-1.5427811977229824,1.2349311399929181,1.2214963890159982,-1.0040297988950257,0.6409726703379574,0.9509328142442763,-1.2228293787125466,-1.336452051414046,-1.4834545401912111,0.8609303749092027,1.2216580387400182,-0.8652468357314079,-1.0473498899196354,1.037207998635122,1.3477109741352515,-1.0627456615744617,-0.5961401844240928,1.0414387778224443,-0.8768863239519734,-0.8937718148981113,1.1411155568321398,1.7751655938895388,-1.2472130239800072,-0.6165653398127523,0.8230455387204956,0.6418626151195546,-0.6102156283208018,1.0637805362329473,-1.1653808710178413,-0.6081232105414551,-1.1234363129383949,-0.8460049544604378,-0.4159336145098436,0.6560635646163954,-0.6165653398127523,1.082049678659002,-0.8541637715025744,-0.7276937708670329,0.9383266644752056,0.42978273569878295,-0.6447890578561344,0.8230455387204956,-0.894338111569296,0.47318787351947084,-1.1997619646936144,1.5156414405449816,-0.6165653398127523,0.7122839552507826,0.7869594485889848,-0.716373941248351,0.8230455387204956,0.6843598906083757,0.6409726703379574,-0.851295146602982,-0.8460049544604378,0.8811166815647292,-0.6165653398127523,-0.5728357162754139,0.7377855871222013,-0.6295352015505277,-0.7522488341749312,0.5070731577531044
