model_type,test_fraction,num_features,hyperparameter_state,num_iterations,mean_accuracy,mean_sensitivity,mean_specificity,mean_balanced_accuracy,mean_f1,feature_val,PubchemFP646_gini/coefs,PubchemFP758_gini/coefs,PubchemFP580_gini/coefs,PubchemFP504_gini/coefs,PubchemFP385_gini/coefs,PubchemFP697_gini/coefs,PubchemFP528_gini/coefs,PubchemFP499_gini/coefs,PubchemFP391_gini/coefs,PubchemFP338_gini/coefs,PubchemFP405_gini/coefs,PubchemFP399_gini/coefs,PubchemFP647_gini/coefs,PubchemFP23_gini/coefs,PubchemFP716_gini/coefs,PubchemFP186_gini/coefs,PubchemFP439_gini/coefs,PubchemFP150_gini/coefs,PubchemFP621_gini/coefs,PubchemFP812_gini/coefs,PubchemFP712_gini/coefs,PubchemFP3_gini/coefs,PubchemFP673_gini/coefs,PubchemFP261_gini/coefs,PubchemFP386_gini/coefs,PubchemFP378_gini/coefs,PubchemFP689_gini/coefs,PubchemFP374_gini/coefs,PubchemFP363_gini/coefs,PubchemFP152_gini/coefs,PubchemFP308_gini/coefs,PubchemFP611_gini/coefs,PubchemFP494_gini/coefs,PubchemFP527_gini/coefs,PubchemFP258_gini/coefs
Random Forest,0.2,35,default,100,0.8646153846153846,0.6746233554350851,0.9138420132155647,0.7942326843253249,0.6679256816892623,mean,0.03998481598659421,0.03097412782680523,0.029481232405508765,0.028280452611857562,0.026718042004364215,0.029548698127752484,0.03289214616983385,0.025942185066046362,0.036103486488229496,0.03571679251150877,0.03524170600460716,0.02307009030462489,0.021786375536033277,0.031721393673202265,0.02593663074330989,0.03424791525884442,0.03629157944884624,0.026280470557665095,0.03177015674029112,0.021940454597916697,0.03098943996960671,0.029977716348146645,0.029649329225092055,0.028721932800627677,0.02726697245370648,0.030333785030034664,0.02825955475841758,0.027294448320047328,0.02216145574574323,0.02345746456453023,0.024412495566490614,0.026991415736099752,0.017633387673063605,0.02210785945210964,0.026813990292441834
