num_features,mean_accuracy,mean_sensitivity,mean_specificity,mean_balanced_accuracy,mean_f1
1,0.7954395604395604,0.0,1.0,0.5,0.0
2,0.7874175824175824,0.11448366987530685,0.9629052167962454,0.5386944433357761,0.13931449159519715
3,0.8172527472527472,0.3103532959482295,0.9480358402530303,0.6291945681006299,0.4003330991484357
4,0.8315934065934066,0.3155841618340684,0.9645948827122283,0.6400895222731483,0.42984411671268197
5,0.8351648351648352,0.3768784358730551,0.9527069368935491,0.6647926863833021,0.4787832597285014
6,0.8402197802197802,0.39719029000205464,0.9543050714149292,0.6757476807084919,0.4996563658662708
7,0.8397802197802198,0.4082936023231974,0.9508819307401566,0.679587766531677,0.5052139346579879
8,0.8526923076923076,0.4656119404115419,0.952443722094097,0.7090278312528194,0.5604584159579585
9,0.8614835164835165,0.5226143914238771,0.9486890129945211,0.7356517022091991,0.6031425526478575
10,0.8586263736263736,0.5091620850252695,0.9487436480168275,0.7289528665210485,0.5924306142345422
11,0.8778571428571429,0.5567084824898515,0.961142997052211,0.7589257397710313,0.6484342459418678
12,0.8775274725274725,0.5643917951609349,0.9586953353728098,0.7615435652668724,0.6501214328446894
13,0.8779120879120879,0.5547890604246548,0.9616857416365994,0.7582374010306271,0.6476405519570575
14,0.8736813186813187,0.5523824368429158,0.9570097360908484,0.754696086466882,0.6393608837019873
15,0.8745054945054945,0.5535674547323697,0.9577224176497331,0.7556449361910514,0.6418566368622363
16,0.8745054945054945,0.5520618495452158,0.9580776380239596,0.7550697437845877,0.6404192882210329
17,0.8739010989010989,0.5470067210009485,0.9586674152760014,0.752837068138475,0.637100011626473
18,0.8695604395604396,0.5266487419762044,0.9583843818772415,0.7425165619267229,0.6198012193332074
19,0.8735164835164835,0.5384783835295501,0.9603231918266052,0.7494007876780777,0.6327935070288593
20,0.8740109890109891,0.5312145455136609,0.9627656826100773,0.7469901140618691,0.6305202122273617
21,0.8740109890109891,0.5364669082522251,0.9614927254966982,0.7489798168744616,0.6324422117311899
22,0.8746153846153846,0.5375955505097285,0.9617896060343053,0.7496925782720169,0.634018750268646
23,0.8748351648351649,0.5420104159698972,0.9610386193309327,0.751524517650415,0.6364731990044191
24,0.8741758241758242,0.535674088436117,0.9616358337403802,0.7486549610882486,0.6325936269395518
25,0.8760989010989011,0.545974299228778,0.9614399303533251,0.7537071147910516,0.6407591603747503
26,0.8748351648351649,0.5368452846668672,0.9623715882060843,0.7496084364364757,0.6343553512107916
27,0.8737362637362637,0.5326797414746927,0.9619877417892856,0.7473337416319891,0.6308706830990187
28,0.876043956043956,0.5362216536749206,0.9640945473314673,0.7501581005031939,0.6361600654179783
29,0.873021978021978,0.5392729542803476,0.9596168431961744,0.7494448987382609,0.6315930113717575
30,0.8741208791208791,0.5443103125328752,0.9597805673361033,0.7520454399344892,0.635854903191093
31,0.8741758241758242,0.5382657041813893,0.9613506571434947,0.749808180662442,0.6333377928113938
32,0.8736813186813187,0.5409001926601565,0.9600422456543752,0.7504712191572659,0.6332988739207437
33,0.8753296703296704,0.5470384947436628,0.960507561621667,0.7537730281826649,0.6394480633611451
34,0.8746153846153846,0.5436251015787907,0.9605698655308361,0.7520974835548134,0.6369088406769972
35,0.8752197802197802,0.5475569308540557,0.9600462133893581,0.7538015721217068,0.6394075633367475
36,0.8751098901098902,0.5456800468522242,0.9607039969809371,0.7531920219165806,0.6384832343527478
37,0.8745604395604395,0.5438418865004673,0.9604357941006958,0.7521388403005815,0.6366282900975336
38,0.8753296703296704,0.5485404140206829,0.9599789872223321,0.7542597006215075,0.6400818073893689
39,0.8751098901098902,0.5512299516009549,0.9592041434891864,0.7552170475450707,0.6409725773304848
40,0.8750549450549451,0.5480393580329304,0.9598001502155895,0.7539197541242599,0.6394278261737326
41,0.8751648351648351,0.5473173070038374,0.9601882131501873,0.7537527600770124,0.6391109214698172
42,0.8778021978021978,0.5509127636562438,0.962510510172697,0.7567116369144704,0.6456528799990202
43,0.8794505494505495,0.5570833765949533,0.9631967111689742,0.7601400438819638,0.6516212005354679
44,0.8779670329670329,0.5507048995046304,0.9627878388755537,0.7567463691900921,0.6459983190662306
45,0.8775824175824176,0.5509491463244487,0.9622295186446624,0.7565893324845555,0.6454502015934427
46,0.878021978021978,0.5509278077617871,0.9629194405167122,0.7569236241392496,0.6461569364639798
47,0.8768131868131868,0.5450982939551396,0.9627210194294051,0.7539096566922724,0.6414869070618087
48,0.8778021978021978,0.5492319867801364,0.9629578609236339,0.7560949238518851,0.6451533392173616
49,0.878021978021978,0.5504448862145348,0.9629885606155466,0.7567167234150407,0.6464112721963325
50,0.8785164835164835,0.5516762358003746,0.9632702029524084,0.7574732193763914,0.647650569331088
51,0.8781868131868131,0.5512575995939409,0.9629864362238048,0.7571220179088729,0.6467907241821036
52,0.879065934065934,0.5529911031574577,0.9635792344338884,0.758285168795673,0.6489197132330425
53,0.8779670329670329,0.5510043781889391,0.962758554613897,0.7568814664014181,0.6464779506790153
54,0.8791208791208791,0.5554861832414031,0.9629757177452409,0.759230950493322,0.650105178919878
55,0.878956043956044,0.5528090142462498,0.9635107389883699,0.7581598766173099,0.6487438744503874
56,0.8781868131868131,0.5494061038583806,0.9635329649531866,0.7564695344057837,0.6463486085342522
57,0.8791208791208791,0.551593453221151,0.9640891005380591,0.757841276879605,0.648557749689205
58,0.8783516483516484,0.5469344667187728,0.9642756285414094,0.7556050476300911,0.6450663371791482
59,0.8770329670329671,0.5444562447713294,0.9634038188615212,0.7539300318164253,0.6420167528168057
60,0.8774725274725275,0.543744443033592,0.9639469867530144,0.7538457148933032,0.6419709137226223
61,0.8776923076923077,0.5503226298530309,0.9626097509844771,0.7564661904187541,0.6457093053269016
62,0.8764285714285714,0.5428168505037263,0.9628775500714226,0.7528472002875745,0.6397374499993946
63,0.8778021978021978,0.5524309772597975,0.9622936450722505,0.757362311166024,0.6466796973998059
64,0.8774725274725275,0.5521083141618964,0.9618318568955357,0.7569700855287161,0.6456319337628428
65,0.8778571428571429,0.5541669676433302,0.9618442518876774,0.7580056097655038,0.6470198656120967
66,0.8775274725274725,0.5488251111690812,0.9626998105457663,0.7557624608574237,0.6446584045667886
67,0.8773626373626373,0.5535275350875739,0.9613473187423205,0.7574374269149472,0.646141469940672
68,0.8759890109890109,0.5494525939840479,0.960723412565617,0.7550880032748325,0.6416592745812324
69,0.8748351648351649,0.5469054273209877,0.9599501992164863,0.753427813268737,0.6383925336456499
70,0.8751648351648351,0.5496618837480906,0.9595433269342237,0.7546026053411571,0.6401492473372465
71,0.8763736263736264,0.5521957096620383,0.9603609896961491,0.7562783496790937,0.6436691047250406
72,0.8757692307692307,0.5528010403240109,0.9594512052484877,0.7561261227862492,0.6428381412444959
73,0.8762087912087912,0.5505124652145019,0.9605706494036257,0.7555415573090638,0.642574745891054
74,0.8762637362637362,0.5534390439937055,0.9601707899535569,0.7568049169736312,0.6441049310091007
75,0.8776923076923077,0.5560041496576205,0.9609830387282632,0.7584935941929418,0.647562090996899
76,0.876043956043956,0.5507715288079571,0.9602896560281375,0.7555305924180473,0.6423787918898763
77,0.8758241758241758,0.5506577463108341,0.9600855231880443,0.7553716347494392,0.641897588696383
78,0.8767582417582418,0.5541898899019275,0.9604574907770403,0.757323690339484,0.645065869562198
79,0.8761538461538462,0.5524815083055763,0.9600185259254994,0.7562500171155379,0.6435152920539319
80,0.8764835164835165,0.5540522472893865,0.9600938010990021,0.7570730241941943,0.6451121642894709
81,0.8756593406593407,0.5521476820193342,0.9594815950854085,0.7558146385523714,0.6422008097324167
82,0.876978021978022,0.5578629405340778,0.9596460048038038,0.7587544726689408,0.6474329497353181
83,0.876043956043956,0.552266327845166,0.9600203749728751,0.7561433514090206,0.6434164995486251
84,0.8758791208791209,0.5518376089129119,0.959796327454996,0.7558169681839539,0.6430864504868681
85,0.8756593406593407,0.5535258669241512,0.9591879721612977,0.7563569195427244,0.6431605892389176
86,0.8759890109890109,0.55181228239995,0.9600913657150867,0.7559518240575183,0.6427828854689758
