model_type,test_fraction,num_features,hyperparameter_state,num_iterations,mean_accuracy,mean_sensitivity,mean_specificity,mean_balanced_accuracy,mean_f1,feature_val,PubchemFP213_gini/coefs,PubchemFP3_gini/coefs,PubchemFP648_gini/coefs,PubchemFP641_gini/coefs,PubchemFP542_gini/coefs,PubchemFP438_gini/coefs,PubchemFP379_gini/coefs,PubchemFP668_gini/coefs,PubchemFP372_gini/coefs,PubchemFP447_gini/coefs,PubchemFP546_gini/coefs,PubchemFP301_gini/coefs,PubchemFP185_gini/coefs,PubchemFP180_gini/coefs,PubchemFP590_gini/coefs,PubchemFP363_gini/coefs,PubchemFP404_gini/coefs,PubchemFP152_gini/coefs,PubchemFP396_gini/coefs,PubchemFP577_gini/coefs,PubchemFP759_gini/coefs,PubchemFP655_gini/coefs,PubchemFP417_gini/coefs,PubchemFP494_gini/coefs,PubchemFP336_gini/coefs,PubchemFP536_gini/coefs,PubchemFP820_gini/coefs,PubchemFP501_gini/coefs,PubchemFP362_gini/coefs,PubchemFP607_gini/coefs,PubchemFP571_gini/coefs,PubchemFP535_gini/coefs,PubchemFP580_gini/coefs,PubchemFP621_gini/coefs,PubchemFP300_gini/coefs,PubchemFP801_gini/coefs,PubchemFP186_gini/coefs,PubchemFP712_gini/coefs,PubchemFP357_gini/coefs,PubchemFP386_gini/coefs,PubchemFP216_gini/coefs,PubchemFP13_gini/coefs,PubchemFP193_gini/coefs,PubchemFP373_gini/coefs,PubchemFP335_gini/coefs,PubchemFP522_gini/coefs,PubchemFP636_gini/coefs,PubchemFP596_gini/coefs,PubchemFP679_gini/coefs,PubchemFP392_gini/coefs,PubchemFP489_gini/coefs,PubchemFP788_gini/coefs,PubchemFP44_gini/coefs,PubchemFP652_gini/coefs,PubchemFP395_gini/coefs,PubchemFP617_gini/coefs,PubchemFP406_gini/coefs,PubchemFP708_gini/coefs,PubchemFP710_gini/coefs,PubchemFP678_gini/coefs,PubchemFP564_gini/coefs,PubchemFP716_gini/coefs,PubchemFP643_gini/coefs,PubchemFP16_gini/coefs,PubchemFP450_gini/coefs,PubchemFP405_gini/coefs,PubchemFP427_gini/coefs,PubchemFP731_gini/coefs,PubchemFP423_gini/coefs,PubchemFP822_gini/coefs,PubchemFP640_gini/coefs,PubchemFP639_gini/coefs,PubchemFP452_gini/coefs,PubchemFP409_gini/coefs,PubchemFP157_gini/coefs,PubchemFP376_gini/coefs,PubchemFP656_gini/coefs,PubchemFP470_gini/coefs,PubchemFP260_gini/coefs,PubchemFP814_gini/coefs,PubchemFP487_gini/coefs,PubchemFP674_gini/coefs,PubchemFP634_gini/coefs,PubchemFP181_gini/coefs,PubchemFP767_gini/coefs,PubchemFP757_gini/coefs,PubchemFP552_gini/coefs,PubchemFP597_gini/coefs,PubchemFP215_gini/coefs,PubchemFP646_gini/coefs,PubchemFP794_gini/coefs,PubchemFP806_gini/coefs,PubchemFP660_gini/coefs,PubchemFP550_gini/coefs,PubchemFP583_gini/coefs,PubchemFP654_gini/coefs,PubchemFP339_gini/coefs,PubchemFP547_gini/coefs
Logistic Regression,0.2,98,default,100,0.8587362637362638,0.7875197556615892,0.877187403620655,0.8323535796411221,0.6931315089480685,mean,0.9997221697728116,1.038033387297547,-1.73419543372544,-1.0015972546491745,1.6764909550635232,1.900771833495939,-1.178161639103916,-0.6076939130388069,1.490946996492481,-1.4914002815490088,0.7938439650345863,-0.8458053035685649,-1.1625482636001767,1.3938541885895228,1.3214276187364349,0.8819599002575371,1.1900838717801252,1.3152253800028177,1.5009753048472803,-1.2801943928111532,0.7124162617176494,-1.0015972546491745,-0.973451885937638,1.682720889936247,0.7682119725774733,-1.108011811834249,-1.1369534589575423,-0.587805282263668,1.1581600163958585,1.5411162270302443,1.446745388970929,1.07576401023148,-1.6863352659677255,1.1708475929768019,-1.0718688885534966,-0.6950748751262144,-1.4343554935794725,1.3372706159074144,1.3637435233469402,-0.8316770061370662,0.6022509047436487,1.0994033420492961,-1.1357165140187118,-1.1306633676839237,-1.1962964488656447,1.125158221646994,1.1759204778553056,-0.9198530978148665,-0.97880158190071,1.2497772713593645,1.2513639718119538,-0.9853647638779663,-1.0452481305106098,1.1828645902108266,-0.8458053035685649,-0.8888899039003612,0.9396496711304593,1.4763998934086775,-1.0865903594094295,-0.6076939130388069,0.7238748282166982,0.8807343696209542,-0.7302902166631628,0.8698012973955028,-0.8850469378152135,-0.6017465470244937,-0.973451885937638,-0.8057829657673607,-0.5921605923752671,0.7124162617176494,-0.6076939130388069,1.0286661426899268,-0.6833826472485863,-1.0973407520944007,0.8893938743828379,0.6859807532977032,-0.9893302671565252,0.7238748282166982,-0.9059873572931956,1.2565257110080683,-1.2662978160455074,1.1474621500173199,-0.6076939130388069,0.7526728200114876,0.7038564649626174,-0.7501372802241616,0.7238748282166982,0.7344425675408602,0.6022509047436487,-0.8958149419427037,-0.8057829657673607,0.7028226261119047,-0.6076939130388069,-0.587805282263668,0.8768673442534527,-0.5463613977082133,-0.6501158589753444,0.5765943379847616
