model,random_state,accuracy,sensitivity,specificity,balanced_accuracy,f1,PubchemFP646_gini/coefs,PubchemFP758_gini/coefs,PubchemFP580_gini/coefs,PubchemFP504_gini/coefs,PubchemFP385_gini/coefs,PubchemFP697_gini/coefs,PubchemFP528_gini/coefs,PubchemFP499_gini/coefs,PubchemFP391_gini/coefs,PubchemFP338_gini/coefs,PubchemFP405_gini/coefs,PubchemFP399_gini/coefs,PubchemFP647_gini/coefs,PubchemFP23_gini/coefs,PubchemFP716_gini/coefs,PubchemFP186_gini/coefs,PubchemFP439_gini/coefs,PubchemFP150_gini/coefs,PubchemFP621_gini/coefs,PubchemFP812_gini/coefs,PubchemFP712_gini/coefs,PubchemFP3_gini/coefs,PubchemFP673_gini/coefs,PubchemFP261_gini/coefs,PubchemFP386_gini/coefs,PubchemFP378_gini/coefs,PubchemFP689_gini/coefs,PubchemFP374_gini/coefs,PubchemFP363_gini/coefs,PubchemFP152_gini/coefs,PubchemFP308_gini/coefs,PubchemFP611_gini/coefs,PubchemFP494_gini/coefs,PubchemFP527_gini/coefs,PubchemFP258_gini/coefs
21,224,0.8406593406593407,0.6190476190476191,0.9071428571428571,0.763095238095238,0.6419753086419754,0.03902206200934312,0.035143020107417586,0.030625863215990066,0.026492863750394502,0.02615161589988232,0.031843741983564135,0.032926079697123446,0.026290123696598687,0.030923310759586164,0.038234683269058815,0.03730452860011543,0.024327889176830927,0.021672253796755907,0.02975800987826295,0.02458087110774115,0.031940105181360964,0.03766639168977243,0.027674989988285072,0.028820715105387446,0.022967944510730618,0.02925797449396127,0.03369519951331689,0.03385469585744136,0.026863975833193835,0.024336401351874048,0.03409303025836812,0.027185845965603327,0.026165508900418535,0.021955290934964632,0.02365946528344379,0.02380359409341097,0.027232832287563017,0.014655455859454786,0.02460675469060858,0.024266911252175144
22,239,0.8681318681318682,0.6764705882352942,0.9121621621621622,0.7943163751987281,0.6571428571428571,0.035977629870590694,0.03309489380787774,0.029040042670202562,0.03162339430074302,0.029026358732473473,0.02878167046177985,0.029058719851938065,0.025528544386969065,0.028738371490162874,0.03712077974672656,0.03901709582333766,0.025230960169700608,0.024663973749236724,0.02962715435866475,0.02840905986081814,0.032475025829484826,0.03281430027617394,0.028421719139776737,0.027740598276431952,0.02704046673982043,0.035865344970056216,0.017403437295508962,0.02963569348231348,0.02986688809864216,0.027795990165403794,0.02838141059990242,0.030126863346172792,0.027158070848550347,0.024379064420404706,0.025352956554377224,0.02817842323491276,0.026068406230949182,0.019054791088410013,0.022805214751940087,0.02449668536954625
23,518,0.8461538461538461,0.5641025641025641,0.9230769230769231,0.7435897435897436,0.611111111111111,0.0446271315854622,0.03325094455566699,0.03467734272778132,0.026275509180272747,0.027917327088969875,0.028666321537422216,0.031091376641878304,0.027180990446004652,0.04403313625137255,0.042694204127329625,0.03359978774789171,0.02260501100890251,0.0208973266360641,0.032694108279432595,0.02851536607202081,0.03626706635049145,0.032104767915934175,0.023015434607249047,0.03304087244441652,0.019483860274720575,0.03192242719818073,0.031771927639497,0.027296040863647383,0.027387486557212282,0.02573826966250355,0.02636693580540101,0.025926685455708684,0.02667901728727607,0.023848068954597592,0.021626239109929304,0.021483309347098852,0.025413004251367402,0.015404495403931361,0.021655735970926966,0.0248424710134377
24,617,0.8681318681318682,0.7297297297297297,0.903448275862069,0.8165890027958993,0.6923076923076923,0.03676174449085446,0.030560002749650622,0.030950012322668405,0.03166066561079727,0.02817509502320684,0.02870353232609328,0.03450782867827833,0.024217980928368597,0.031069023202671135,0.034995152676974346,0.034474270574671756,0.022088898702316152,0.023531776689931956,0.03239041774938989,0.028521439822219895,0.03389646014371861,0.035357533571363155,0.028151437673517462,0.03129613277085277,0.019830675983017257,0.03293794154142227,0.02580116174576102,0.025982647229388808,0.02981677817593756,0.0260758082366103,0.029043643281773966,0.02663621881894098,0.027280388645802015,0.028919076789868044,0.021443899571584612,0.02908648251170158,0.028658065373254455,0.018855426305723604,0.020281295512437177,0.028041084569231444
25,28,0.8791208791208791,0.7142857142857143,0.9090909090909091,0.8116883116883117,0.6451612903225806,0.03681216791634946,0.03328189108705611,0.028293313232016403,0.028005750241996016,0.02626486904508739,0.030956403189223443,0.037855032510143535,0.024710306105599406,0.03190985458475873,0.03436036312061341,0.0324409469549921,0.023639646546393934,0.02343284199108261,0.031414232485198236,0.025775388803916197,0.03225505235973967,0.03585559407740708,0.027424700624497818,0.02941215109927239,0.02416174708434725,0.03524061283114474,0.030544704904343602,0.030504808076762008,0.02953409288074084,0.026140590114688646,0.02829569657604865,0.03460163157231919,0.024467066430903846,0.02406423178065232,0.02145534755294231,0.025744805550881916,0.025943937286732117,0.016826032356801936,0.0209138546962384,0.02746033432910845
26,575,0.8516483516483516,0.6363636363636364,0.9202898550724637,0.77832674571805,0.674698795180723,0.03507798671791886,0.03179118728392504,0.02549477124125918,0.028195162938585133,0.027104139632779092,0.028692968970755624,0.03433667834158117,0.02640376817442264,0.03498605412915752,0.03129331485878574,0.04008707474780738,0.02478980098117483,0.022542758607769758,0.03290170533562438,0.02556504863327745,0.035937576101482425,0.037232166469904134,0.028736937957074216,0.03428934012034417,0.020646324769474436,0.030808005585028927,0.023846827454518583,0.02599945464133855,0.02809150203794967,0.02183217136908682,0.0351403216268789,0.029904405725097356,0.02930543258149414,0.025491669400469593,0.025585702469231985,0.024195551940139733,0.025946891146745105,0.017025368398919983,0.023206264381878876,0.027515665228118533
27,204,0.8846153846153846,0.6818181818181818,0.9492753623188406,0.8155467720685112,0.7407407407407407,0.04467373408005727,0.027950800542845985,0.031640963576183866,0.02729721239605278,0.024547438585436416,0.029284795576024748,0.032306684288704174,0.023515454112990355,0.031228620640441893,0.043883868942920345,0.03599495672407442,0.022511757078952893,0.020256363781312802,0.038169024788456636,0.0208579107722703,0.03717164047000328,0.0323039803164852,0.024757946430455823,0.02607580323849612,0.023637871359364456,0.03341747980787818,0.030716374341260906,0.032075374255776314,0.02415283065433229,0.026930236704710668,0.02886475333329592,0.026812091885416726,0.029881860210469912,0.02443122008861869,0.021109718240290863,0.020526217692308526,0.029815792070102525,0.022048558832430128,0.021184265675240392,0.02996639850633815
28,734,0.8626373626373627,0.71875,0.8933333333333333,0.8060416666666667,0.6478873239436619,0.03677535201275123,0.027538633214154003,0.031217794446757412,0.03357217558420869,0.026317102248938084,0.028743271715808292,0.032840692948840865,0.02578641310608278,0.044455213607352065,0.03183870550120807,0.03508787367037294,0.01963983469006003,0.02018135869944175,0.029505792810010915,0.025925456076576817,0.029293893793596634,0.041902417343380974,0.027072660891545107,0.035310783440583894,0.017960969140204345,0.02887655705907386,0.036396745251677395,0.025206263221749427,0.028971759243973064,0.026869359983872455,0.03654083623802337,0.027822081691416787,0.029394614663452442,0.020587372965318824,0.023103027818870126,0.022882518878140762,0.024551453577985004,0.018622651776213,0.022559748730016666,0.02664861395834193
29,666,0.8296703296703297,0.6666666666666666,0.8741258741258742,0.7703962703962703,0.6265060240963856,0.03699894885612722,0.02908999075130526,0.02796385370705766,0.02652443071689787,0.02797039489924929,0.02653798864192876,0.03376887853987596,0.024954010950401395,0.037285484272122624,0.03455248433342403,0.033554640985021374,0.02349094302840238,0.025266885516376614,0.032880851027178824,0.027203497056436512,0.035745692611317145,0.03727300254012063,0.02392896623874223,0.03528841623448124,0.022268920186816844,0.028840847934675593,0.026206344977631614,0.03006046289615304,0.026441416809644864,0.030875563058216194,0.032976601910332935,0.028042440578907524,0.02888311930544606,0.023956004310354523,0.019684354417538116,0.025422272200537263,0.02569942895817042,0.01910788424375468,0.024730655143667207,0.026524322161686164
30,719,0.8901098901098901,0.7317073170731707,0.9361702127659575,0.8339387649195641,0.7499999999999999,0.04313757584141167,0.031217228553997223,0.03096480917103888,0.028872645860824882,0.023664950391900065,0.03113762538462479,0.03121387310309481,0.023116949681697238,0.03550416115661336,0.02852617822217913,0.04252906532121505,0.02784506226751166,0.021380024618907725,0.03267112649728342,0.023188291636456956,0.03196576502271711,0.033797855802985985,0.02070765510608128,0.03075640402332101,0.02564325723025325,0.029461855672986564,0.03527948908884316,0.034359777972663465,0.02841019386178087,0.02676970165429055,0.02526307449969207,0.032927087816246425,0.026651430095968952,0.01960497516691774,0.023882304735965528,0.019887949345912967,0.027710257733056534,0.024005737355150006,0.022029981320368545,0.025915678786041143
31,559,0.8956043956043956,0.75,0.9315068493150684,0.8407534246575342,0.7397260273972601,0.03831661938928474,0.03491140423919441,0.032959574115574125,0.02689478123757181,0.02549411464043395,0.026404884700225176,0.037328973117415044,0.027671511522867044,0.03888761861040339,0.03564207126764067,0.042534688533409235,0.021076403724279748,0.019183439496561035,0.029509373273985704,0.022346428600792074,0.03391933837594988,0.032759481397299305,0.02373229270705104,0.030045734644646493,0.021256675062548403,0.030925460206691346,0.030397556635342642,0.03020141422194573,0.0290833811771948,0.02583088387641485,0.03255363422588759,0.026405989223238,0.027966039345589288,0.025131525608898645,0.02329272148569634,0.022729263129182234,0.02693537201884522,0.019547350863259497,0.023563430927839742,0.02456056839684074
32,430,0.8736263736263736,0.6578947368421053,0.9305555555555556,0.7942251461988304,0.684931506849315,0.04234961149983709,0.0352064345461064,0.029299760784329176,0.030620111200023056,0.02923709301447199,0.027678530320363052,0.029805178986388084,0.02687556820736433,0.032584678367966566,0.030987622121884675,0.03304945023100339,0.0228384692423861,0.020316560772059566,0.03151797573428377,0.024854273337476345,0.04250688826635094,0.03893593611529821,0.030494114015143025,0.037050119307216176,0.024758662676117572,0.02562310014156766,0.028727582173727232,0.03227882572484314,0.027745044584875207,0.027952852164158257,0.031165246449882267,0.027726454320830575,0.03002961280325578,0.020696464193165686,0.01980550456094365,0.023104146254214863,0.021448734215216553,0.01655814872874341,0.0222242687683407,0.02394697617016546
33,226,0.8571428571428571,0.6571428571428571,0.9047619047619048,0.780952380952381,0.6388888888888888,0.036865433590248874,0.02692655582640976,0.02861571117367773,0.027815326881034927,0.02638050347693007,0.02590738910658633,0.03580789036599099,0.02228710748401205,0.03280129469018407,0.03729747669675892,0.0319614703080303,0.022415707695109807,0.02209935024724896,0.0323211093514561,0.025884812258983057,0.03260643468478398,0.03326177493103921,0.028488758000477687,0.03432848199768859,0.022864824858822134,0.036182098965251444,0.032673007259042625,0.030422109942514673,0.02586289158781436,0.027393874100590555,0.026134538630346094,0.030675596242586103,0.027111785460723726,0.027722621871128932,0.02427295127108926,0.02083663541195567,0.02898082148676514,0.019140237524100413,0.02601459212569887,0.02963882449491857
34,460,0.8736263736263736,0.7209302325581395,0.920863309352518,0.8208967709553288,0.7294117647058824,0.03753133978604164,0.03295599664565624,0.03016398977345599,0.02903191424661305,0.029942464092498657,0.02948255514288443,0.03400840773073082,0.02458608910243119,0.03541194574352423,0.03580102010652425,0.033331877601591536,0.02190695597573362,0.022952312206317393,0.029646176207410058,0.023155053642600492,0.038852053003780224,0.03041644153351034,0.03071375328286368,0.025299746194409174,0.021287906262051584,0.03130295549618364,0.03234925611066142,0.030889755845842463,0.02715430954405903,0.028393049251791713,0.030307406524074203,0.028127021678063083,0.026964588992062364,0.02197825648164534,0.023717277806003925,0.023731299663615223,0.027725021747180376,0.02106516757943577,0.022974499274639463,0.026842135724113342
