model_type,test_fraction,num_features,hyperparameter_state,num_iterations,mean_accuracy,feature_val,PubchemFP213_gini/coefs,PubchemFP3_gini/coefs,PubchemFP648_gini/coefs,PubchemFP641_gini/coefs,PubchemFP542_gini/coefs,PubchemFP438_gini/coefs,PubchemFP379_gini/coefs,PubchemFP668_gini/coefs,PubchemFP372_gini/coefs,PubchemFP447_gini/coefs,PubchemFP546_gini/coefs,PubchemFP301_gini/coefs,PubchemFP185_gini/coefs,PubchemFP180_gini/coefs,PubchemFP590_gini/coefs,PubchemFP363_gini/coefs,PubchemFP404_gini/coefs,PubchemFP152_gini/coefs,PubchemFP396_gini/coefs,PubchemFP577_gini/coefs,PubchemFP759_gini/coefs,PubchemFP655_gini/coefs,PubchemFP417_gini/coefs,PubchemFP494_gini/coefs,PubchemFP336_gini/coefs,PubchemFP536_gini/coefs,PubchemFP820_gini/coefs,PubchemFP501_gini/coefs,PubchemFP362_gini/coefs,PubchemFP607_gini/coefs,PubchemFP571_gini/coefs,PubchemFP535_gini/coefs,PubchemFP580_gini/coefs,PubchemFP621_gini/coefs,PubchemFP300_gini/coefs,PubchemFP801_gini/coefs,PubchemFP186_gini/coefs,PubchemFP712_gini/coefs,PubchemFP357_gini/coefs,PubchemFP386_gini/coefs,PubchemFP216_gini/coefs,PubchemFP13_gini/coefs,PubchemFP193_gini/coefs,PubchemFP373_gini/coefs,PubchemFP335_gini/coefs,PubchemFP522_gini/coefs,PubchemFP636_gini/coefs,PubchemFP596_gini/coefs,PubchemFP679_gini/coefs,PubchemFP392_gini/coefs,PubchemFP489_gini/coefs,PubchemFP788_gini/coefs,PubchemFP44_gini/coefs,PubchemFP652_gini/coefs,PubchemFP395_gini/coefs,PubchemFP617_gini/coefs,PubchemFP406_gini/coefs,PubchemFP708_gini/coefs,PubchemFP710_gini/coefs,PubchemFP678_gini/coefs,PubchemFP564_gini/coefs,PubchemFP716_gini/coefs,PubchemFP643_gini/coefs,PubchemFP16_gini/coefs,PubchemFP450_gini/coefs,PubchemFP405_gini/coefs,PubchemFP427_gini/coefs,PubchemFP731_gini/coefs,PubchemFP423_gini/coefs,PubchemFP822_gini/coefs,PubchemFP640_gini/coefs,PubchemFP639_gini/coefs,PubchemFP452_gini/coefs,PubchemFP409_gini/coefs,PubchemFP157_gini/coefs,PubchemFP376_gini/coefs,PubchemFP656_gini/coefs,PubchemFP470_gini/coefs,PubchemFP260_gini/coefs,PubchemFP814_gini/coefs,PubchemFP487_gini/coefs,PubchemFP674_gini/coefs,PubchemFP634_gini/coefs,PubchemFP181_gini/coefs,PubchemFP767_gini/coefs,PubchemFP757_gini/coefs,PubchemFP552_gini/coefs,PubchemFP597_gini/coefs,PubchemFP215_gini/coefs,PubchemFP646_gini/coefs,PubchemFP794_gini/coefs,PubchemFP806_gini/coefs,PubchemFP660_gini/coefs,PubchemFP550_gini/coefs
Logistic Regression,0.2,94,default,100,0.8861538461538462,mean,0.8326819152278696,0.9310591676452646,-1.1167509569671565,-0.7454644987689472,1.365520758737364,1.4437800282000324,-1.0359658305864925,-0.5040441483731034,1.197920516876264,-1.1004853624611146,0.9556296769431087,-0.7470940000254227,-0.9813142458717646,1.0213379902856992,1.026164163494426,0.8538439215268113,0.9663232152256207,1.1875637137672326,1.2266586761406806,-1.0158003147679875,0.6308227223339601,-0.7454644987689472,-0.8106573655369868,1.2763526338036935,0.6874198656049272,-0.8791083004558392,-0.7518821498643592,-0.4548178209244194,0.9357068554986107,0.9700296532203961,0.9628576746350815,0.8412817126778984,-1.2602353155289776,0.98796984006096,-0.9454384013409693,-0.5808191390505653,-1.2104966545018572,1.0754745373170156,1.1989419517711508,-0.8219808516207233,0.5797875715027905,1.0821840350294656,-0.9540288657855978,-0.8919287662281828,-0.900619899519418,0.7829747644538345,0.8411077221939357,-0.7917168607291426,-0.7205161994877686,1.0866152973726122,0.8711828798140517,-0.7273007195493978,-0.6754270529617122,0.8700295882377644,-0.7470940000254227,-0.7161288417549708,0.8359900144328022,0.8743031432116026,-0.8353651169409944,-0.5040441483731034,0.5330839092780534,0.6929597291661131,-0.6785406682165607,0.7007062172233778,-0.6611372962944686,-0.6184347084812233,-0.8106573655369868,-0.4923734208237257,-0.61658168004227,0.6308227223339601,-0.5040441483731034,0.8340657883024588,-0.6750473843273295,-0.732767989567912,0.6619264235490782,0.6166683163930106,-0.5348152072440064,0.5330839092780534,-0.5992224917469572,0.7198347175591958,-0.7737500115429506,0.5513521529833142,-0.5040441483731034,0.5956102945643995,0.5334731657649833,-0.5649849899867114,0.5330839092780534,0.5930368590496599,0.5797875715027905,-0.5214829135855059,-0.4923734208237257,0.4674472435590804,-0.5040441483731034,-0.4548178209244194
