num_layers,units_0,activation_0,dropout_rate,dropout,lr,units_1,activation_1,units_2,activation_2,tuner/epochs,tuner/initial_epoch,tuner/bracket,tuner/round,tuner/trial_id
1,224,relu,0.25,True,0.00023227269814382704,64,relu,192,relu,167,56,3,2,adfcdc21de87176bd854935888f995b9
