num_layers,units_0,activation_0,dropout_rate,dropout,lr,units_1,activation_1,units_2,activation_2,tuner/epochs,tuner/initial_epoch,tuner/bracket,tuner/round,tuner/trial_id
1,160,relu,0.25,True,0.00023244954607845461,224,tanh,192,relu,167,56,3,2,ecd9a29346c5683445004b0db9a10094
