molecule_chembl_id,canonical_smiles,classification
CHEMBL588025,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,0
CHEMBL205765,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,0
CHEMBL410072,CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,0
CHEMBL1794066,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21,0
CHEMBL529066,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)o1,0
CHEMBL1785004,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(F)c(F)c3)n2)cc1,0
CHEMBL268885,COc1c(C(N)=O)cc(-c2ccc(Cl)cc2)cc1-c1ccc(S(N)(=O)=O)cc1,0
CHEMBL511765,COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,0
CHEMBL1909355,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,0
CHEMBL188247,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(C(F)(F)F)cc3)nn2n1,0
CHEMBL1909408,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,0
CHEMBL271594,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,0
CHEMBL1909409,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1,0
CHEMBL1909399,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,0
CHEMBL518953,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br,0
CHEMBL247228,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,0
CHEMBL14014,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1,0
CHEMBL514499,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,0
CHEMBL1789961,COc1cc(C=NNc2ncnc3c2cnn3-c2ccccc2)ccc1O,0
CHEMBL204934,COc1cccc(-n2cnc3c(N/N=C/c4ccncc4)ncnc32)c1,0
CHEMBL187081,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,0
CHEMBL428877,CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,0
CHEMBL1909343,O=C(Nc1n[nH]c2nnc(-c3cccnc3)cc12)C1CC1,0
CHEMBL1909345,CCN1CCC(C(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1,0
CHEMBL271595,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,0
CHEMBL13868,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Oc4ccccc4)cc3)n2)cc1,0
CHEMBL179465,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(F)c3)o2)c1,0
CHEMBL519881,COc1cc(Nc2ncc3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC,0
CHEMBL220244,Cc1cc(O)cc(C)c1/C=C/c1cncc(C(=O)N(C)C)c1,0
CHEMBL352222,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0
CHEMBL1794072,CN(C)CCOc1ccc(-c2cc(-c3ccc4c(c3)CCC4=NO)c(-c3ccncc3)o2)cc1,0
CHEMBL446024,FC(F)(F)CNc1nccc(-c2cnn3ncccc23)n1,0
CHEMBL1882194,CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,0
CHEMBL418348,CS(=O)(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,0
CHEMBL417804,COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,0
CHEMBL273564,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,0
CHEMBL218970,CNC(=O)c1cncc(/C=C/c2ccccc2Cl)c1,0
CHEMBL513330,Clc1ccc(CNc2nccc(-c3cnn4ncccc34)n2)cc1,0
CHEMBL2062289,CCN1CCC(CC(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1,0
CHEMBL1909360,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1,0
CHEMBL373073,COc1ccc(-c2cc3c(N)ncnc3o2)cc1,0
CHEMBL477583,Cc1ccc(NC(=O)c2ccoc2)cc1-c1ccc(C(=O)NCC2CC2)cc1,0
CHEMBL1794058,CS(=O)(=O)Nc1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,0
CHEMBL1909354,Cc1cc(-c2ccccn2)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1,0
CHEMBL269450,Fc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,0
CHEMBL305477,COc1cccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)c1,0
CHEMBL273611,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc4c(c3)OCO4)n2)cc1,0
CHEMBL467581,COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,0
CHEMBL374453,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(Cl)c(Cl)c2)CC(=O)N1,0
CHEMBL67241,CCCNc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,0
CHEMBL234838,N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,0
CHEMBL1909356,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,0
CHEMBL1909389,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(C(F)(F)F)c4)c3c2)o1,0
CHEMBL1909390,[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1,0
CHEMBL1909401,O=C([O-])c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,0
CHEMBL458415,COc1cc2c(cc1Nc1nc(N3CCc4ccccc43)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,0
CHEMBL101804,O=C(Nc1n[nH]c2nc(-c3ccco3)ccc12)C1CC1,0
CHEMBL218859,CNC(=O)c1cncc(/C=C/c2c(C)cccc2C)c1,0
CHEMBL188257,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,0
CHEMBL1794068,C[C@@H](Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,0
CHEMBL477979,Cc1ccc(C(=O)NC(C)C)cc1-c1ccc(C(=O)NCC2CC2)cc1,0
CHEMBL205966,Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,0
CHEMBL1880739,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,0
CHEMBL434729,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,0
CHEMBL1909392,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2)o1,0
CHEMBL230592,CNC(=O)c1cc(-c2ccc(F)cc2)cc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)c1N,0
CHEMBL1909395,O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1,0
CHEMBL189353,CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,0
CHEMBL1909365,COC(=O)Nc1nc2ccc(Sc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1,0
CHEMBL1909347,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,0
CHEMBL189415,FC(F)(F)c1cccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)c1,0
CHEMBL1794052,COC(=O)c1ccc2c(c1)C(=Cc1cc(Br)c(O)c(Br)c1)C(=O)N2,0
CHEMBL275200,CC(C)(C)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,0
CHEMBL275724,NC(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,0
CHEMBL384407,CS(=O)(=O)CCN(CC#N)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0
CHEMBL218932,CNC(=O)Oc1cc(C)c(/C=C/c2cncc(C(=O)NC)c2)c(C)c1,0
CHEMBL1909368,O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccco4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F,0
CHEMBL456252,COc1cc2c(cc1Nc1nc(Nc3ccsc3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CCC2,0
CHEMBL495902,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2[nH]ncc2c1,0
CHEMBL524057,CCc1nn2ncccc2c1-c1ccnc(NC2CC2)n1,0
CHEMBL186213,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1,0
CHEMBL318728,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,0
CHEMBL506153,CCn1c(-c2nonc2N)nc2cncc(C(=O)NCCNC)c21,0
CHEMBL207410,CNC(=O)c1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,0
CHEMBL381604,Nc1nccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,0
CHEMBL182283,Cc1ccc(-c2cc3c(NC(=O)C4CC4)ncnc3o2)cc1,0
CHEMBL191705,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(C(C)=O)c3)o2)c1,0
CHEMBL194062,NS(=O)(=O)c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,0
CHEMBL218720,CC1=C(C(=O)Nc2ccc3[nH]nc(C)c3c2)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,0
CHEMBL520037,COc1cc(Nc2ncc3c(C)nc(-c4cccc(C(F)(F)F)c4)n3n2)cc(OC)c1OC,0
CHEMBL156263,COc1ccccc1C1=C(Nc2ccccc2)C(=O)NC1=O,0
CHEMBL261849,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,0
CHEMBL237571,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc(S(C)(=O)=O)cc4C)n3C)ccc2c1,0
CHEMBL477182,Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1,0
CHEMBL261440,O=C(Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12)C1CC1,0
CHEMBL507329,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,0
CHEMBL427058,CC1=C(C(=O)Nc2cc(Cl)c3[nH]ncc3c2)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,0
CHEMBL266707,Fc1ccc(-c2c(-c3ccncc3)nc3n2CCS3)cc1,0
CHEMBL103104,NS(=O)(=O)c1ccc(Nc2cc(-c3cccc(O)c3)n[nH]2)cc1,0
CHEMBL1909377,c1ccc(-c2nc3n(c2-c2ccc4c(c2)OCO4)CCC3)nc1,0
CHEMBL1909342,N#Cc1c(NC(=O)CN2CCOCC2)sc2c1CCCC2,0
CHEMBL1888586,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1,0
CHEMBL1909361,CN(c1ccc(NC(=O)NCCN2CCOCC2)cc1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1,0
CHEMBL361894,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c2c1,0
CHEMBL160937,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cccc(O)c1,0
CHEMBL1909372,CN1CCN(CCCNc2nc3ccc(Oc4ccc(NC(=O)Nc5cc(C(F)(F)F)ccc5F)cc4)cc3[nH]2)CC1,0
CHEMBL1909384,CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21,0
CHEMBL1794055,NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1,0
CHEMBL233001,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,0
CHEMBL477069,CCCN1CCCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1,0
CHEMBL95502,CC1(C)CC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC(C)(C)N1,0
CHEMBL495696,N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,0
CHEMBL1895450,CNC(=O)c1ncccc1Nc1nc(Nc2cc3c(cc2OC)CCCN3C(=O)CN(C)C)nc2[nH]ccc12,0
CHEMBL157258,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cc(Cl)c(O)c(Cl)c1,0
CHEMBL1909351,NS(=O)(=O)c1cccc(Nc2cc(-c3ccc(F)cc3)n[nH]2)c1,0
CHEMBL1909413,Oc1cccc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)c1,0
CHEMBL479079,COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC,0
CHEMBL1909363,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,0
CHEMBL426800,CCn1c(-c2nonc2N)nc2ccc(F)cc21,0
CHEMBL384073,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)NC(=O)N1,0
CHEMBL1909404,NC(=O)c1ccc2c(-c3ccnc(NCCCO)n3)c(-c3ccc(F)cc3)nn2c1,0
CHEMBL102936,CS(=O)(=O)Nc1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)cc1,0
CHEMBL396107,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc3)c12,0
CHEMBL1909398,Cc1cccc2c1NC(=O)/C2=N\Nc1ccc(S(N)(=O)=O)cc1,0
CHEMBL1794065,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCNCC3)c21,0
CHEMBL463931,COc1cc2c(cc1Nc1nc(Nc3ccsc3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CCC2(C)C,0
CHEMBL69757,COc1cccc(-n2ncc3c(N/N=C/c4cccc(F)c4)ncnc32)c1,0
CHEMBL1794057,O=C1Nc2ccccc2/C1=C/Nc1ccc2[nH]c(=O)[nH]c2c1,0
CHEMBL407113,NS(=O)(=O)c1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,0
CHEMBL306865,COc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,0
CHEMBL1794050,O=C1Nc2ccc(-c3cccnc3)cc2C1=Cc1cc(Br)c(O)c(Br)c1,0
CHEMBL272028,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCc4c[nH]cn4)cc32)cc1,0
CHEMBL220243,COC(=O)c1cncc(/C=C/c2c(C)cc(O)cc2C)c1,0
CHEMBL479038,O=C(NCC1CC1)c1ccc(-c2cccc(C(=O)NC3CC3)c2)cc1,0
CHEMBL359963,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,0
CHEMBL1794056,O=C1Nc2ccccc2/C1=C/Nc1ccc(-n2cncn2)cc1,0
CHEMBL1794073,Cc1nn(C)c2cc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccc12,0
CHEMBL188268,NCc1ccc(-n2c(-c3nonc3N)nc3cnccc32)cc1,0
CHEMBL208437,c1ccc(-c2n[nH]cc2-c2ccnc(-c3ccc(OCCn4ccnc4)cc3)c2)nc1,0
CHEMBL1909352,Cc1cc(O)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1,0
CHEMBL1956068,COc1ccc2[nH]c3c4[nH]c5ccc(OC)cc5c4c4c(c3c2c1)C(=O)NC4=O,0
CHEMBL517123,CN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,0
CHEMBL512076,CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,0
CHEMBL272165,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4ccncc4)cc32)cc1,0
CHEMBL1909394,CCCN(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0
CHEMBL1909344,CN1CCC(C(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,0
CHEMBL272414,CN(C)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,0
CHEMBL237347,Cc1ccc(O)cc1Nc1ccnc2ccc(S(C)(=O)=O)cc12,0
CHEMBL405042,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccccc21,0
CHEMBL361237,Nc1nc(-c2ccc(F)cc2)c(-c2ccc3ncccc3n2)s1,0
CHEMBL188784,Fc1ccc(Nc2nccc(-c3c(-c4ccc(C(F)(F)F)cc4)nn4ncccc34)n2)cc1F,0
CHEMBL65884,COc1cccc(-n2ncc3c(N/N=C/c4ccc(F)cc4)ncnc32)c1,0
CHEMBL179311,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(OC)c3)o2)c1,0
CHEMBL185939,FC(F)(F)c1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,0
CHEMBL1909415,Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccc[nH]5)sc34)cc2Cl)c1,0
CHEMBL365297,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,0
CHEMBL207247,CC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,0
CHEMBL405021,O=C(Nc1n[nH]c2cc(-c3ccccc3)ccc12)C1CC1,0
CHEMBL427159,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(F)c(F)c3)n2)cc1,0
CHEMBL347580,COc1ccc(C2=C(N3CCc4ccccc43)C(=O)NC2=O)cc1,0
CHEMBL218088,Cc1cc(O)cc(C)c1/C=C/c1cncc(C(N)=O)c1,0
CHEMBL365248,COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,0
CHEMBL270054,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,0
CHEMBL66292,COc1cccc(-n2ncc3c(N/N=C/c4ccc(S(C)(=O)=O)cc4)ncnc32)c1,0
CHEMBL63728,COc1cc(/C=N/Nc2ncnc3c2cnn3C(C)C)ccc1O,0
CHEMBL517907,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,0
CHEMBL176857,COc1ccccc1-c1cc(/C=C2\C(=O)Nc3ncc(Br)cc32)cc(Br)c1O,0
CHEMBL230911,NC(=O)c1cc(-c2ccncc2)cc(-c2ccccc2)c1N,0
CHEMBL330422,CN1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(NCCO)n2)CC1,0
CHEMBL1909362,CN(C)CCNC(=O)Nc1ccc(N(C)c2ccnc(Nc3ccc(CS(C)(=O)=O)cc3)n2)cc1,0
CHEMBL385426,CCc1cccc(CC)c1/C=C/c1cncc(C(=O)NC)c1,0
CHEMBL269985,COc1ccc(CNC(=O)c2ccc(-c3cc(-c4nnc(C)o4)ccc3C)cc2)cc1,0
CHEMBL218969,CNC(=O)c1cncc(/C=C/c2ccccc2C)c1,0
CHEMBL188426,CCOc1ccc2c(-c3ccnc(Nc4cc(OC)cc(C(F)(F)F)c4)n3)cnn2n1,0
CHEMBL231623,NC(=O)c1cc(-c2ccc(F)cc2)cc(-c2ccncc2)c1N,0
CHEMBL1794059,NS(=O)(=O)c1cccc(N/C=C2\C(=O)Nc3ccccc32)c1,0
CHEMBL187985,CCn1c(-c2nonc2N)nc2c(N3CCCC3)nccc21,0
CHEMBL1909357,COc1cc2ncnc(Nc3ccc(C)c(O)c3)c2cc1OC,0
CHEMBL156524,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1ccc(Cl)cc1,0
CHEMBL1789963,O=C1Nc2ccc(C(=O)c3ccco3)cc2C1=Cc1cc(Cl)c(O)c(Cl)c1,0
CHEMBL267228,OCc1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,0
CHEMBL485598,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)N=C(c2ccc(C(F)(F)F)nc2)N1,0
CHEMBL1909379,c1ccc(Cc2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1,0
CHEMBL189459,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1,0
CHEMBL480382,COc1cc2ncn(-c3cc(OCc4cccs4)c(C(N)=O)s3)c2cc1OC,0
CHEMBL514162,COc1cc2ncn(-c3cc(OCc4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,0
CHEMBL1909406,Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,0
CHEMBL531804,CN(C)c1cc2c(Nc3ccc4nc(Cc5ccccc5)[nH]c4c3)ncnc2cn1,0
CHEMBL379093,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccc3)cc2Cl)c1,0
CHEMBL189148,Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,0
CHEMBL66004,COc1cc(/C=N/Nc2ncnc3[nH]ncc23)ccc1O,0
CHEMBL483748,NS(=O)(=O)c1ccc(-c2cc3ccncc3cc2OCc2ccccc2)cc1,0
CHEMBL237570,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S+](C)[O-])cc4C)n3C)ccc2c1,0
CHEMBL215814,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1,0
CHEMBL1794053,Nc1nc(-c2ccc3c(c2)C(=Cc2cc(Br)c(O)c(Br)c2)C(=O)N3)cs1,0
CHEMBL381948,Fc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,0
CHEMBL346551,O=C1NC(=O)C(c2ccccc2)=C1Nc1ccccc1,0
CHEMBL1909359,Cc1c2ccc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)cc2nn1C,0
CHEMBL524901,c1cnn2ncc(-c3ccnc(NCCCN4CCOCC4)n3)c2c1,0
CHEMBL374060,Cc1cc(O)cc(C)c1/C=C/c1cncc(C(=O)OC(C)(C)C)c1,0
CHEMBL581096,Cc1ccc(O)cc1Nc1ccnc2cc(-c3ccccn3)ccc12,0
CHEMBL495771,c1cc(-c2cnn3nc(N4CCOCC4)ccc23)nc(NC2CC2)n1,0
CHEMBL188240,CCOc1nccc2c1nc(-c1nonc1N)n2CC,0
CHEMBL516908,Cc1ccc(NC(=O)CC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,0
CHEMBL191105,CN(C)CCCn1c(-c2nonc2N)nc2cnccc21,0
CHEMBL365663,Nc1nc(-c2cccc(Cl)c2)c(-c2ccc3ncccc3n2)s1,0
CHEMBL260417,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12)C1CC1,0
CHEMBL202891,COc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,0
CHEMBL441702,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc3ccccc3c2)CC(=O)N1,0
CHEMBL185962,Nc1nonc1-c1nc2cnccc2n1C1CC1,0
CHEMBL372474,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccc4F)c3)o2)c1,0
CHEMBL181361,Nc1nc(-c2ccccn2)c(-c2ccc3ncccc3n2)s1,0
CHEMBL103098,NS(=O)(=O)c1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)cc1,0
CHEMBL2062290,CCN1CCC(CC(=O)Nc2n[nH]c3nc(-c4cccs4)c(Br)cc23)CC1,0
CHEMBL402108,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCc4ccc(Cl)cc4)cc3)c2)o1,0
CHEMBL473420,COC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,0
CHEMBL483747,NS(=O)(=O)c1cccc(-c2cc3ccncc3cc2OCc2ccccc2)c1,0
CHEMBL419903,O=C(Nc1n[nH]c2cc(-c3ccc(F)cc3)ccc12)C1CC1,0
CHEMBL257113,Cc1nnc(-c2cccc(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1,0
CHEMBL160876,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(Cl)c(C(=O)O)c1,0
CHEMBL222419,COc1cc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,0
CHEMBL1909381,Cc1ccc(Nc2ccnc(Nc3cccc(C(N)=O)c3)n2)cc1O,0
CHEMBL205158,c1ccc(-c2n[nH]cc2-c2ccnc(-c3ccc(OCCN4CCOCC4)cc3)c2)nc1,0
CHEMBL274863,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2CCCN2CCOCC2)n1,0
CHEMBL1909410,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5Cc5cc(F)ccc5F)c4)c3s2)C1)N1CCOCC1,0
CHEMBL450071,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(=O)NC[C@@H](O)CO)c2cc[nH]c2n1,0
