model,random_state,accuracy,sensitivity,specificity,balanced_accuracy,f1
1,655,0.8846153846153846,0.6829268292682927,0.9432624113475178,0.8130946203079052,0.7272727272727273
2,115,0.8571428571428571,0.6382978723404256,0.9333333333333333,0.7858156028368795,0.6976744186046512
3,26,0.8461538461538461,0.5428571428571428,0.9183673469387755,0.7306122448979592,0.5757575757575757
4,760,0.8406593406593407,0.7428571428571429,0.8639455782312925,0.8034013605442176,0.6419753086419753
5,282,0.8461538461538461,0.5116279069767442,0.9496402877697842,0.7306340973732641,0.6111111111111112
6,251,0.8571428571428571,0.6666666666666666,0.9090909090909091,0.7878787878787878,0.6666666666666666
7,229,0.7967032967032966,0.64,0.8560606060606061,0.748030303030303,0.6336633663366336
8,143,0.8186813186813187,0.6136363636363636,0.8840579710144928,0.7488471673254282,0.6206896551724139
9,755,0.8681318681318682,0.7714285714285715,0.891156462585034,0.8312925170068027,0.6923076923076923
10,105,0.8131868131868132,0.6521739130434783,0.8676470588235294,0.7599104859335039,0.6382978723404256
11,693,0.8736263736263736,0.6818181818181818,0.9347826086956522,0.808300395256917,0.7228915662650602
12,759,0.8516483516483516,0.6875,0.8866666666666667,0.7870833333333334,0.619718309859155
13,914,0.8186813186813187,0.6470588235294118,0.8581081081081081,0.75258346581876,0.5714285714285715
14,559,0.8736263736263736,0.75,0.9041095890410958,0.827054794520548,0.7012987012987012
15,90,0.8406593406593407,0.65,0.8943661971830986,0.7721830985915493,0.6419753086419754
16,605,0.7967032967032966,0.8048780487804879,0.7943262411347518,0.7996021449576198,0.6407766990291263
17,433,0.8901098901098901,0.8,0.9115646258503401,0.85578231292517,0.736842105263158
18,33,0.8571428571428571,0.5897435897435898,0.9300699300699301,0.7599067599067599,0.638888888888889
19,31,0.8461538461538461,0.8157894736842105,0.8541666666666666,0.8349780701754386,0.6888888888888889
20,96,0.8406593406593407,0.696969696969697,0.87248322147651,0.7847264592231036,0.6133333333333334
21,224,0.8186813186813187,0.5714285714285714,0.8928571428571429,0.7321428571428572,0.5925925925925927
22,239,0.8626373626373627,0.6470588235294118,0.9121621621621622,0.779610492845787,0.6376811594202899
23,518,0.8406593406593407,0.5128205128205128,0.9300699300699301,0.7214452214452214,0.5797101449275363
24,617,0.8681318681318682,0.6486486486486487,0.9241379310344827,0.7863932898415658,0.6666666666666667
25,28,0.8571428571428571,0.6428571428571429,0.8961038961038961,0.7694805194805194,0.5806451612903226
26,575,0.8406593406593407,0.5227272727272727,0.9420289855072463,0.7323781291172595,0.6133333333333333
